label,message,character_count,word_count,sentence_count,original_message,clean_message,clean_char_length,clean_word_count,gru_message,label_encoded
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,86,21,3,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ron say fri leh said ding tai feng cant make reservation said wait lor,70,14,ron say fri leh n he said ding tai feng cant make reservations but he said wait lor,0
ham,Good. No swimsuit allowed :),28,7,2,Good. No swimsuit allowed :),good swimsuit allowed,21,3,good no swimsuit allowed,0
ham,Am okay. Will soon be over. All the best,40,11,3,Am okay. Will soon be over. All the best,okay soon best,14,3,am okay will soon be over all the best,0
ham,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",132,28,1,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",cute thought friendship necessary share every secret ur close frnd watever shared true,86,13,a cute thought for friendship its not necessary to share every secret with ur close frnd but watever u shared should be true,0
ham,Ok i've sent u da latest version of da project.,47,12,1,Ok i've sent u da latest version of da project.,ok sent da latest version da project,36,7,ok i ve sent u da latest version of da project,0
ham,Pls accept me for one day. Or am begging you change the number.,63,15,2,Pls accept me for one day. Or am begging you change the number.,pls accept one day begging change number,40,7,pls accept me for one day or am begging you change the number,0
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,147,46,5,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,squeeeeeze christmas hug lik frndshp den hug back get cute luvd lucky none people hate,86,15,squeeeeeze this is christmas hug if u lik my frndshp den hug me back if u get u r cute u r luvd u r so lucky none people hate u,0
ham,"Its ok, if anybody asks abt me, u tel them..:-P",47,15,1,"Its ok, if anybody asks abt me, u tel them..:-P",ok anybody asks abt tel,23,5,its ok if anybody asks abt me u tel them p,0
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",151,28,1,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",funny fact nobody teach volcano erupt tsunami arise hurricane sway aroundn teach hw choose wife natural disaster happens,120,18,funny fact nobody teaches volcanoes erupt tsunamis arise hurricanes sway aroundn no teaches hw choose a wife natural disasters just happens,0
ham,* You gonna ring this weekend or wot?,37,10,1,* You gonna ring this weekend or wot?,gon na ring weekend wot,23,5,you gonna ring this weekend or wot,0
ham,Also track down any lighters you can find,41,8,1,Also track down any lighters you can find,also track lighter find,23,4,also track down any lighters you can find,0
ham,"Babe, I need your advice",24,6,1,"Babe, I need your advice",babe need advice,16,3,babe i need your advice,0
ham,"I‘ll leave around four, ok?",27,9,1,"I‘ll leave around four, ok?",leave around four ok,20,4,i ll leave around four ok,0
ham,Come to medical college at 7pm ......forward it da,50,10,1,Come to medical college at 7pm ......forward it da,come medical college pm forward da,34,6,come to medical college at pm forward it da,0
ham,K:)k..its good:)when are you going?,35,14,1,K:)k..its good:)when are you going?,good going,10,2,k k its good when are you going,0
ham,I can make lasagna for you... vodka...,38,9,1,I can make lasagna for you... vodka...,make lasagna vodka,18,3,i can make lasagna for you vodka,0
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,41,11,1,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,hi kate give ring asap xxx,26,6,hi its kate can u give me a ring asap xxx,0
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,118,26,4,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,people tour thought sofa thing sent curious sugar,49,8,who were those people were you in a tour i thought you were doing that sofa thing you sent me your curious sugar,0
ham,"No, but you told me you were going, before you got drunk!",57,15,1,"No, but you told me you were going, before you got drunk!",told going got drunk,20,4,no but you told me you were going before you got drunk,0
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,115,26,2,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,fucking chickened messaged would late woould buzz hear word,59,9,he fucking chickened out he messaged me he would be late and woould buzz me and then i didn t hear a word from him,0
ham,I'm always looking for an excuse to be in the city.,51,13,1,I'm always looking for an excuse to be in the city.,always looking excuse city,26,4,i m always looking for an excuse to be in the city,0
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,82,20,1,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,yup still coffee wif frens fren drove give lift,47,9,yup i m still having coffee wif my frens my fren drove she ll give me a lift,0
ham,O shore are you takin the bus,29,7,1,O shore are you takin the bus,shore takin bus,15,3,o shore are you takin the bus,0
ham,So u gonna get deus ex?,23,8,1,So u gonna get deus ex?,gon na get deus ex,18,5,so u gonna get deus ex,0
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,72,22,2,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,send email mind lt gt time per night,36,8,i will send them to your email do you mind lt gt times per night,0
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",173,33,2,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call,100,15,do you want a new nokia i colour phone deliveredtomorrow with free minutes to any mobile free texts free camcorder reply or call,1
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,72,21,3,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,tap spile seven pub gas st broad st canal ok,44,10,tap spile at seven is that pub on gas st off broad st by canal ok,0
ham,Ok then i come n pick u at engin?,33,10,1,Ok then i come n pick u at engin?,ok come pick engin,18,4,ok then i come n pick u at engin,0
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,111,28,2,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,never wanted tell short edge late,33,6,which is why i never wanted to tell you any of this which is why i m so short with you and on edge as of late,0
ham,Raviyog Peripherals bhayandar east,34,4,1,Raviyog Peripherals bhayandar east,raviyog peripheral bhayandar east,33,4,raviyog peripherals bhayandar east,0
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,86,20,2,K actually can you guys meet me at the sunoco on howard? It should be right on the way,actually guy meet sunoco howard right way,41,7,k actually can you guys meet me at the sunoco on howard it should be right on the way,0
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",121,26,2,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",moon come color dream star make musical sm give warm peaceful sleep good night,78,14,moon has come to color your dreams stars to make them musical and my sms to give you warm and peaceful sleep good night,0
ham,Just finished eating. Got u a plate. NOT leftovers this time.,61,14,3,Just finished eating. Got u a plate. NOT leftovers this time.,finished eating got plate leftover time,39,6,just finished eating got u a plate not leftovers this time,0
ham,Thanx a lot...,14,4,1,Thanx a lot...,thanx lot,9,2,thanx a lot,0
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,120,32,4,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,hurry home big butt hang last caller food done starving ask cooked,66,12,hurry home u big butt hang up on your last caller if u have to food is done and i m starving don t ask what i cooked,0
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,78,21,4,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,lol right diet everyday cheat anyway meant fatty,48,8,lol your right what diet everyday i cheat anyway i m meant to be a fatty,0
ham,Its a great day. Do have yourself a beautiful one.,50,12,2,Its a great day. Do have yourself a beautiful one.,great day beautiful one,23,4,its a great day do have yourself a beautiful one,0
ham,What happened in interview?,27,5,1,What happened in interview?,happened interview,18,2,what happened in interview,0
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,79,20,1,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,badrith chennai surely pick u competition,41,6,badrith is only for chennai i will surely pick for us no competition for him,0
ham,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... ,83,21,1,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... ,tot group mate lucky havent reply wat time need leave,53,10,i tot it s my group mate lucky i havent reply wat time do need to leave,0
ham,Hey you around? I've got enough for a half + the ten I owe you,62,17,2,Hey you around? I've got enough for a half + the ten I owe you,hey around got enough half ten owe,34,7,hey you around i ve got enough for a half the ten i owe you,0
ham,Hey tmr maybe can meet you at yck,33,8,1,Hey tmr maybe can meet you at yck,hey tmr maybe meet yck,22,5,hey tmr maybe can meet you at yck,0
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,68,16,1,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,alrite sam nic checkin ur number,32,6,alrite sam its nic just checkin that this is ur number so is it t b,0
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,107,32,3,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,making easy pay back lt gt yr say pay back earlier get,54,12,they are just making it easy to pay back i have lt gt yrs to say but i can pay back earlier you get,0
ham,Not to worry. I'm sure you'll get it.,37,12,2,Not to worry. I'm sure you'll get it.,worry sure get,14,3,not to worry i m sure you ll get it,0
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",132,29,1,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",gas station like block away house drive right since armenia end swann take howard,81,14,the gas station is like a block away from my house you ll drive right by it since armenia ends at swann and you have to take howard,0
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",139,29,4,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",someone know asked dating service contact cant guess call revealed pobox l hb,77,13,someone u know has asked our dating service contact you cant guess who call now all will be revealed pobox ls hb p,1
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,105,19,3,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,camera awarded sipix digital camera call fromm landline delivery within day,75,11,camera you are awarded a sipix digital camera call fromm landline delivery within days,1
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,69,20,3,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,tuition hm go one mind,22,5,my tuition is at hm we go for the to one do you mind,0
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",83,18,1,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",smoking people use wylie smoke much justify ruining shit,56,9,i m not smoking while people use wylie smokes too much to justify ruining my shit,0
ham,Dear good morning how you feeling dear,38,7,1,Dear good morning how you feeling dear,dear good morning feeling dear,30,5,dear good morning how you feeling dear,0
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,114,31,5,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,little med say take every hour pain back took another hope die,62,12,a little meds say take once every hours it s only been but pain is back so i took another hope i don t die,0
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",151,30,3,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",beautiful tomorrow never come come already today hunt beautiful tomorrow waste wonderful today goodmorning,106,14,beautiful tomorrow never comes when it comes it s already today in the hunt of beautiful tomorrow don t waste your wonderful today goodmorning,0
ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,79,22,3,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,dunno lei decide lor abt leona oops tot ben going msg,53,11,dunno lei all decide lor how abt leona oops i tot ben is going n i msg him,0
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,80,23,3,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,hi moved pub would great cud come,33,7,hi there we have now moved in our pub would be great c u if u cud come up,0
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,157,29,2,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,today voda number ending selected receive award hava match please call quoting claim code standard rate app,107,17,todays voda numbers ending are selected to receive a award if you hava a match please call quoting claim code standard rates app,1
ham,Just do what ever is easier for you,35,8,1,Just do what ever is easier for you,ever easier,11,2,just do what ever is easier for you,0
spam,RCT' THNQ Adrian for U text. Rgds Vatian,40,10,2,RCT' THNQ Adrian for U text. Rgds Vatian,rct thnq adrian text rgds vatian,32,6,rct thnq adrian for u text rgds vatian,1
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,165,35,4,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,stop calling everyone saying might cancer throat hurt talk answering everyones call get one call babysitting monday,115,17,stop calling everyone saying i might have cancer my throat hurts to talk i can t be answering everyones calls if i get one more call i m not babysitting on monday,0
ham,"It'll be tough, but I'll do what I have to",42,13,1,"It'll be tough, but I'll do what I have to",tough,5,1,it ll be tough but i ll do what i have to,0
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,153,31,3,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,im gonnamissu much would say il send postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx,127,19,im gonnamissu so much i would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract luv yaxx,0
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,320,61,2,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee name lt gt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra lt gt true neglet,273,40,ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee name lt gt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra lt gt true don t neglet,0
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,93,25,2,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,hi darlin finish pick meet text back number luv kate xxx,56,11,hi darlin i finish at do u pick me up or meet me text back on this number luv kate xxx,0
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",148,32,2,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",set place heart mind mind easily forgets heart always remember wish happy valentine day,87,14,set a place for me in your heart and not in your mind as the mind easily forgets but the heart will always remember wish you happy valentines day,0
ham,But i'm surprised she still can guess right lor...,50,11,1,But i'm surprised she still can guess right lor...,surprised still guess right lor,31,5,but i m surprised she still can guess right lor,0
ham,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,71,19,3,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,okie wan meet bishan co bishan driving today,44,8,okie wan meet at bishan cos me at bishan now i m not driving today,0
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,158,37,3,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,hi darlin work get trouble ijust talked mum morning really good time last night im goin soon call,97,18,hi darlin how was work did u get into trouble ijust talked to your mum all morning i had a really good time last night im goin out soon but call me if u can,0
ham,I know you are serving. I mean what are you doing now.,54,14,2,I know you are serving. I mean what are you doing now.,know serving mean,17,3,i know you are serving i mean what are you doing now,0
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",113,30,2,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",huh hyde park mel ah opps got confused anyway tt best choice den juz take,73,15,huh hyde park not in mel ah opps got confused anyway if tt s e best choice den we juz have to take it,0
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,70,19,3,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,oh gei happend tron maybe ill dl,32,7,oh gei that happend to me in tron maybe ill dl it in d when its out,0
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.,77,19,3,I know girls always safe and selfish know i got it pa. Thank you. good night.,know girl always safe selfish know got pa thank good night,58,11,i know girls always safe and selfish know i got it pa thank you good night,0
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",72,16,2,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",worry hope photo shoot went well spiffing fun workage,53,9,no worries hope photo shoot went well have a spiffing fun at workage,0
ham,I'm freezing and craving ice. Fml,33,8,2,I'm freezing and craving ice. Fml,freezing craving ice fml,24,4,i m freezing and craving ice fml,0
ham,Kay... Since we are out already ,32,7,2,Kay... Since we are out already ,kay since already,17,3,kay since we are out already,0
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,91,25,5,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,eh sorry leh din ur msg sad already lar watching tv still office,64,13,eh sorry leh i din c ur msg not sad already lar me watching tv now u still in office,0
ham,Yo im right by yo work,22,6,1,Yo im right by yo work,yo im right yo work,19,5,yo im right by yo work,0
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,148,33,2,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,ok darlin supose ok worry much film stuff mate babysit call xx,62,12,ok darlin i supose it was ok i just worry too much i have to do some film stuff my mate and then have to babysit again but you can call me there xx,0
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,126,29,3,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,wake since checked stuff saw true available space pls call embassy send mail,76,13,i don wake since i checked that stuff and saw that its true no available spaces pls call the embassy or send a mail to them,0
ham,Nope... Juz off from work...,28,7,1,Nope... Juz off from work...,nope juz work,13,3,nope juz off from work,0
ham,Huh so fast... Dat means u havent finished painting?,52,11,1,Huh so fast... Dat means u havent finished painting?,huh fast dat mean havent finished painting,42,7,huh so fast dat means u havent finished painting,0
ham, what number do u live at? Is it 11?,36,11,2, what number do u live at? Is it 11?,number live,11,2,what number do u live at is it,0
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",126,28,1,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",put party day week study lightly think need draw custom checkboxes know hardcore,80,13,no we put party days a week and study lightly i think we need to draw in some custom checkboxes so they know we re hardcore,0
ham,Sac will score big hundred.he is set batsman:-),47,11,1,Sac will score big hundred.he is set batsman:-),sac score big hundred set batsman,33,6,sac will score big hundred he is set batsman,0
ham,Send me yetty's number pls.,27,7,1,Send me yetty's number pls.,send yetty number pls,21,4,send me yetty s number pls,0
ham,How much it will cost approx . Per month.,41,10,2,How much it will cost approx . Per month.,much cost approx per month,26,5,how much it will cost approx per month,0
ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,128,34,6,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,ok theory test going book think may coz thought wan na go jiayin isnt free,74,15,ok the theory test when are going to book i think it s on may coz thought wanna go out with jiayin but she isnt free,0
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",140,28,3,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",contacted dating service someone know find call land line pobox tg,66,11,you are being contacted by our dating service by someone you know to find out who it is call from a land line pobox w tg p,1
ham,"That's fine, have him give me a call if he knows what he wants or has any questions",83,20,1,"That's fine, have him give me a call if he knows what he wants or has any questions",fine give call know want question,33,6,that s fine have him give me a call if he knows what he wants or has any questions,0
ham,"Sorry, got a late start, we're on the way",41,12,1,"Sorry, got a late start, we're on the way",sorry got late start way,24,5,sorry got a late start we re on the way,0
ham,Then u go back urself lor...,28,7,1,Then u go back urself lor...,go back urself lor,18,4,then u go back urself lor,0
ham,I AM AT THE GAS STATION. GO THERE.,34,10,2,I AM AT THE GAS STATION. GO THERE.,gas station go,14,3,i am at the gas station go there,0
ham,"K, if u bored up just come to my home..",39,12,1,"K, if u bored up just come to my home..",bored come home,15,3,k if u bored up just come to my home,0
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,54,19,5,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,babe love cover face kiss,25,5,babe i love you covers your face in kisses,0
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",90,21,1,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",like made throw smoking friend car one time awesome,51,9,like i made him throw up when we were smoking in our friend s car one time it was awesome,0
ham,Still i have not checked it da. . .,35,10,3,Still i have not checked it da. . .,still checked da,16,3,still i have not checked it da,0
ham,You will go to walmart. I.ll stay.,34,9,2,You will go to walmart. I.ll stay.,go walmart stay,15,3,you will go to walmart i ll stay,0
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",91,23,2,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",forgotten might couple buck send tomorrow love ya,49,8,i haven t forgotten you i might have a couple bucks to send you tomorrow k i love ya too,0
ham,Oh great. I.ll disturb him more so that we can talk.,52,13,2,Oh great. I.ll disturb him more so that we can talk.,oh great disturb talk,21,4,oh great i ll disturb him more so that we can talk,0
ham,Reverse is cheating. That is not mathematics.,45,9,2,Reverse is cheating. That is not mathematics.,reverse cheating mathematics,28,3,reverse is cheating that is not mathematics,0
ham,U're welcome... Caught u using broken english again...,54,11,2,U're welcome... Caught u using broken english again...,welcome caught using broken english,35,5,u re welcome caught u using broken english again,0
ham,No problem baby. Is this is a good time to talk? I called and left a message.,77,20,3,No problem baby. Is this is a good time to talk? I called and left a message.,problem baby good time talk called left message,47,8,no problem baby is this is a good time to talk i called and left a message,0
ham,Oh is it! Which brand?,22,7,2,Oh is it! Which brand?,oh brand,8,2,oh is it which brand,0
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,368,79,7,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,sorry cant take call right happens waxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance,217,34,sorry i cant take your call right now it so happens that there r waxsto do wat you want she can come and ill get her medical insurance and she ll be able to deliver and have basic care i m currently shopping for the right medical insurance for her so just give me til friday morning thats when i ll see the major person that can guide me to the right insurance,0
ham,At what time are you coming.,28,7,1,At what time are you coming.,time coming,11,2,at what time are you coming,0
ham,Call him and say you not coming today ok and tell them not to fool me like this ok,82,19,1,Call him and say you not coming today ok and tell them not to fool me like this ok,call say coming today ok tell fool like ok,42,9,call him and say you not coming today ok and tell them not to fool me like this ok,0
ham,I emailed yifeng my part oredi.. Can ü get it fr him..,54,14,1,I emailed yifeng my part oredi.. Can ü get it fr him..,emailed yifeng part oredi get fr,32,6,i emailed yifeng my part oredi can get it fr him,0
ham,R u sure they'll understand that! Wine * good idea just had a slurp!,68,17,2,R u sure they'll understand that! Wine * good idea just had a slurp!,sure understand wine good idea slurp,36,6,r u sure they ll understand that wine good idea just had a slurp,0
ham,Minimum walk is 3miles a day.,29,7,1,Minimum walk is 3miles a day.,minimum walk mile day,21,4,minimum walk is miles a day,0
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,115,27,3,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,ok problem get taxi ing tomorrow tuesday tuesday think going cinema,67,11,ok not a problem will get them a taxi c ing tomorrow and tuesday on tuesday think we r all going to the cinema,0
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",67,16,1,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",brainless baby doll vehicle sariyag drive madoke barolla,56,8,brainless baby doll d vehicle sariyag drive madoke barolla,0
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,78,18,2,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,sorry missed call let talk time,31,6,sorry i missed your call let s talk when you have the time i m on,1
ham,Please attend the phone:),25,6,1,Please attend the phone:),please attend phone,19,3,please attend the phone,0
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,104,24,3,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,hate call didnt accept even single call mine even messaged,58,10,you only hate me you can call any but you didnt accept even a single call of mine or even you messaged,0
ham,No messages on her phone. I'm holding it now,44,11,2,No messages on her phone. I'm holding it now,message phone holding,21,3,no messages on her phone i m holding it now,0
ham,Can... I'm free...,18,6,2,Can... I'm free...,free,4,1,can i m free,0
ham,"Yo my trip got postponed, you still stocked up?",47,11,1,"Yo my trip got postponed, you still stocked up?",yo trip got postponed still stocked,35,6,yo my trip got postponed you still stocked up,0
ham,I am waiting for your call sir.,31,8,1,I am waiting for your call sir.,waiting call sir,16,3,i am waiting for your call sir,0
