gru_message,label_encoded
no dude its not fake my frnds got money thts y i m reffering u if u member wit my mail link u vl be credited lt gt rs and il be getiing lt gt rs i can draw my acc wen it is lt gt rs,0
dear take care i am just reaching home love u a lot,0
dun need to pick ur gf,0
on hen night going with a swing,0
take something for pain if it moves however to any side in the next hrs see a doctor,0
and of course you should make a stink,0
thank you princess i want to see your nice juicy booty,0
u sleeping now or you going to take haha i got spys wat me online checking n replying mails lor,0
want to finally have lunch today,0
pls give her the food preferably pap very slowly with loads of sugar you can take up to an hour to give it and then some water very very slowly,0
only students solved this cat question in xam lt gt lt gt lt gt then tell me the answer if u r brilliant thing i got d answr,0
congratulations u can claim vip row a tickets c blu in concert in november or blu gift guaranteed call to claim ts cs url cost money max,1
i m already back home so no probably not,0
you please give us connection today itself before lt decimal gt or refund the bill,0
they are just making it easy to pay back i have lt gt yrs to say but i can pay back earlier you get,0
freemsg claim ur sms messages text ok to now use web mobile ur mates etc join txt com for p wk t c box la wu remove txtx or stop,1
sun cant come to earth but send luv as rays cloud cant come to river but send luv as rain i cant come to meet u but can send my care as msg to u gud evng,0
hello thanx for taking that call i got a job starts on monday,0
kindly send some one to our flat before lt decimal gt today,0
we have new local dates in your area lots of new people registered in your area reply date to start now only url replys,1
he is there you call and meet him,0
pls accept me for one day or am begging you change the number,0
we know taj mahal as symbol of love but the other lesser known facts mumtaz was shahjahan s th wife out of his wifes shahjahan killed mumtaz s husband to marry her mumtaz died in her lt gt th delivery he then married mumtaz s sister question arises where the hell is the love the great hari,0
i wake up long ago already dunno what other thing,0
call me i am senthil from hsbc,0
as in different styles,0
sounds like you have many talents would you like to go on a dinner date next week,0
ya even those cookies have jelly on them,0
i got lousy sleep i kept waking up every hours to see if my cat wanted to come in i worry about him when its cold,0
want explicit sex in secs ring now costs p min,1
yo any way we could pick something up tonight,0
are you going to write ccna exam this week,0
yes watching footie but worried we re going to blow it phil neville,0
yup next stop,0
urgent your mobile number has been awarded a ukp prize guaranteed call from landline claim valid hrs only ppm,1
urgent please call from a landline money cash or a holiday await collection t cs sae po box m xy,1
ok no problem yup i m going to sch at if i rem correctly,0
private your account statement for shows un redeemed s i m points call identifier code expires,1
for real tho this sucks i can t even cook my whole electricity is out and i m hungry,0
lol oh no babe i wont be sliding into your place after midnight but thanks for the invite,0
u are subscribed to the best mobile content service in the uk for money per days until you send stop to helpline,1
yup i m elaborating on the safety aspects and some other issues,0
ok lor anyway i thk we cant get tickets now cos like quite late already u wan go look ur frens a not darren is wif them now,0
what can i do might accidant tookplace between somewhere ghodbandar rd traffic moves slovely so plz slip amp don t worry,0
you might want to pull out more just in case and just plan on not spending it if you can i don t have much confidence in derek and taylor s money management,0
dunno cos i was v late n when i reach they inside already but we ate spageddies lor it s e gals who r laughing at me lor,0
wat s my dear doing sleeping ah,0
natalja f is inviting you to be her friend reply yes or no see her url stop send stop frnd to,1
dude what s up how teresa hope you have been okay when i didnt hear from these people i called them and they had received the package since dec lt gt just thot you ld like to know do have a fantastic year and all the best with your reading plus if you can really really bam first aid for usmle then your work is done,0
you are a very very very very bad girl or lady,0
alright took the morphine back in yo,0
do not b late love mum,0
erm i thought the contract ran out the th of october,0
sorry da thangam very very sorry i am held up with prasad,0
princess is your kitty shaved or natural,0
ok that would b lovely if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about,0
get lions england tone reply lionm mono or lionp poly more go url the original n best tones gbp network operator rates apply,1
can i get your opinion on something first,0
goodmorning today i am late for hr,0
i m not coming over do whatever you want,0
now only i reached home i am very tired now i will come tomorro,0
don t forget though that i love you and i walk beside you watching over you and keeping your heart warm,0
double mins double txt price linerental on latest orange bluetooth mobiles call mobileupd for the very latest offers or call optout lf,1
lolnice i went from a fish to water,0
i was gonna ask you lol but i think its at,0
hey tmr maybe can meet you at yck,0
aiyar u so poor thing i give u my support k jia you i ll think of u,0
get down in gandhipuram and walk to cross cut road right side lt gt street road and turn at first right,0
sorry i missed your call let s talk when you have the time i m on,1
if you text on your way to cup stop that should work and that should be bus,0
tell them no need to investigate about me anywhere,0
what time i m out until prob or so,0
boooo you always work just quit,0
i take it we didn t have the phone callon friday can we assume we won t have it this year now,0
carlos took a while again we leave in a minute,0
good afternoon babe how goes that day any job prospects yet i miss you my love sighs,0
idk i m sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i m a failure in everything nobody wants me and now i feel like i m failing you,0
oh yeah and hav a great time in newquay send me a postcard look after all the girls while im gone u know the im talkin bout xx,0
hows the pain dear y r u smiling,0
i wonder if your phone battery went dead i had to tell you i love you babe,0
you have new voicemail please call,1
awesome lemme know whenever you re around,0
urgent important information for o user today is your lucky day find out why log onto url there is a fantastic surprise awaiting for you,1
are you still playing with gautham,0
god bless get good sleep my dear i will pray,0
hows the street where the end of library walk is,0
oic then better quickly go bathe n settle down,0
it s cool we can last a little while getting more any time soon,0
misplaced your number and was sending texts to your old number wondering why i ve not heard from you this year all the best in your mcat got this number from my atlanta friends,0
maybe i could get book out tomo then return it immediately or something,0
i ll meet you in the lobby,0
tunde how are you doing this is just wishing you a great day abiola,0
probably want to pick up more,0
what s up do you want me to come online,0
i have a date on sunday with will,0
that s y u haf keep me busy,0
usf i guess might as well take car,0
piss is talking is someone that realise u that point this at is it now read it backwards,0
whats that coming over the hill is it a monster hope you have a great day things r going fine here busy though,0
crucify is c not s you should have told me earlier,0
i want to grasp your pretty booty,0
want to send me a virtual hug i need one,0
ya ok vikky vl c witin lt gt mins and il reply u,0
also north carolina and texas atm you would just go to the gre site and pay for the test results to be sent,0
send ur birthdate with month and year i will tel u ur life partner s name and the method of calculation reply must,0
i m e person who s doing e sms survey,0
its sunny in california the weather s just cool,0
well i wasn t available as i washob nobbing with last night so they had to ask nickey platt instead of me,0
see you then we re all christmassy here,0
why are u up so early,0
have you heard from this week,0
s reach home call me,0
r u meeting da ge at nite tmr,0
hi juan im coming home on fri hey of course i expect a welcome party and lots of presents ill phone u when i get back loads of love nicky x x x x x x x x x,0
sorry got a late start we re on the way,0
bognor it is should be splendid at this time of year,0
xy trying smth now u eat already we havent,0
it only does simple arithmetic not percentages,0
going on nothing great bye,0
aiyo a bit pai seh noe scared he dun rem who i am then die hee but he become better lookin oredi leh,0
wot u wanna do then missy,0
looks like u wil b getting a headstart im leaving here bout ish but if u r desperate for my company i could head in earlier we were goin to meet in rummer,0
p alfie moon s children in need song on ur mob tell ur m s txt tone charity to for nokias or poly charity for polys zed profit charity,1
please ask mummy to call father,0
poor girl can t go one day lmao,0
cos i want it to be your thing,0
ok but they said i ve got wisdom teeth hidden inside n mayb need remove,0
yes da any plm at ur office,0
days to kick off for euro u will be kept up to date with the latest news and results daily to be removed send get txt stop to,1
lol boo i was hoping for a laugh,0
sorry about that this is my mates phone and i didnt write it love kate,0
ummma will call after check in our life will begin from qatar so pls pray very hard,0
dunno lei all decide lor how abt leona oops i tot ben is going n i msg him,0
sorry went to bed early nightnight,0
rofl its true to its name,0
free polyphonic ringtone text super to to get your free poly tone of the week now sn pobox nr zs subscription pw,1
yes here tv is always available in work place,0
i dnt wnt to tlk wid u,0
we are hoping to get away by from langport you still up for town tonight,0
pete is this your phone still its jenny from college and leanne what are you up to now,0
free camera phones with linerental from month with cross ntwk mins price txt bundle deals also avble call or call optout j mf,1
ill be at yours in about mins but look out for me,0
ey calm downon theacusations itxt u cos iwana know wotu r doin at thew end haventcn u in ages ring me if ur up nething sat love j xxx,0
good afternoon my love how goes your day what are you up to i woke early and am online waiting for you hmmm italian boy is online i see grins,0
wot is u up then bitch,0
im sorry bout last nite it wasn t ur fault it was me spouse it was pmt or sumthin u give me i think u shldxxxx,0
the world suffers a lot not because of the violence of bad people but because of the silence of good people gud night,0
cool do you like swimming i have a pool and jacuzzi at my house,0
you have to pls make a note of all she s exposed to also find out from her school if anyone else was vomiting is there a dog or cat in the house let me know later,0
i always chat with you in fact i need money can you raise me,0
yar lor keep raining non stop or u wan go elsewhere,0
ah well that confuses things doesnt it i thought was friends with now maybe i did the wrong thing but i already sort of invited tho he may not come cos of money,0
ok can be later showing around if you want cld have drink before wld prefer not to spend money on nosh if you don t mind as doing that nxt wk,0
did you say bold then torch later or one torch and bold,0
no de am seeing in online shop so that i asked,0
yes princess i want to make you happy,0
sorry about earlier putting out fires are you around to talk after or do you actually have a life lol,0
nokia phone is lovly,0
i will cal you sir in meeting,0
you have an important customer service announcement from premier call freephone now,1
come around lt decimal gt pm vikky i m otside nw il come by tht time,0
i can t i don t have her number,0
dear where you call me,0
we re on the opposite side from where we dropped you off,0
me too watching surya movie only after pm vijay movie pokkiri,0
i just lov this line hurt me with the truth i don t mind i wil tolerat bcs ur my someone but never comfort me with a lie gud ni and sweet dreams,0
ur cash balance is currently pounds to maximize ur cash in now send cash to only p msg cc hg suite lands row w j hl,1
jesus armand really is trying to tell everybody he can find,0
i want snow it s just freezing and windy,0
k k i m also fine when will you complete the course,0
yo come over carlos will be here soon,0
meanwhile in the shit suite xavier decided to give us lt gt seconds of warning that samantha was coming over and is playing jay s guitar to impress her or some shit also i don t think doug realizes i don t live here anymore,0
network operator the service is free for t c s visit biz,1
aight tomorrow around lt gt it is,0
u sure u can t take any sick time,0
oh great i ll disturb him more so that we can talk,0
i will treasure every moment we spend together,0
feel yourself that you are always happy slowly it becomes your habit amp finally it becomes part of your life follow it happy morning amp have a happy day,0
please give it or i will pick it up on tuesday evening about if that is ok,0
yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriage program edhae so lyf is nt yet ovr chikku ali vargu lyfu meow meow d,0
s min to go for lunch,0
love isn t a decision it s a feeling if we could decide who to love then life would be much simpler but then less magical,0
sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to money sp tyrone,1
i m back amp we re packing the car now i ll let you know if there s room,0
got it it looks scrumptious daddy wants to eat you all night long,0
takin a shower now but yeah i ll leave when i m done,0
yes now only saw your message,0
dai what this da can i send my resume to this id,0
dear where you will be when i reach there,0
as one of our registered subscribers u can enter the draw a g b gift voucher by replying with enter to unsubscribe text stop,1
wish u many many returns of the day happy birthday vikky,0
so what do you guys do,0
it has issues right now ill fix for her by tomorrow,0
will do you gonna be at blake s all night i might be able to get out of here a little early,0
aiyo her lesson so early i m still sleepin haha okie u go home liao den confirm w me lor,0
i m not driving raining then i ll get caught at e mrt station lor,0
why she wants to talk to me,0
how much you got for cleaning,0
i think its far more than that but find out check google maps for a place from your dorm,0
you have got tallent but you are wasting,0
i wil be there with in lt gt minutes got any space,0
i m reaching in another stops,0
dare i ask any luck with sorting out the car,0
fyi i m at usf now swing by the room whenever,0
we still on for tonight,0
hey i m bored so i m thinking of u so wat r u doing,0
lol your right what diet everyday i cheat anyway i m meant to be a fatty,0
wait i will come out lt gt min,0
do you want a new video handset anytime any network mins half price line rental camcorder reply or call for delivery tomorrow,1
e admin building there i might b slightly earlier i ll call u when i m reaching,0
wylie update my weed dealer carlos went to freedom and had a class with lunsford,0
rose for red red for blood blood for heart heart for u but u for me send tis to all ur friends including me if u like me if u get back u r poor in relation u need some to support u r frnd many some luvs u some is praying god to marry u try it,0
you are gorgeous keep those pix cumming thank you,0
k i will give my kvb acc details,0
great so should i send you my account number,0
get a brand new mobile phone by being an agent of the mob plus loads more goodies for more info just text mat to,1
im late tellmiss im on my way,0
i though we shd go out n have some fun so bar in town or something sound ok,0
save yourself the stress if the person has a dorm account just send your account details and the money will be sent to you,0
sure i ll see if i can come by in a bit,0
i haven t forgotten you i might have a couple bucks to send you tomorrow k i love ya too,0
true its easier with her here,0
yes i trust u to buy new stuff asap so i can try it out,0
wow you re right i didn t mean to do that i guess once i gave up on boston men and changed my search location to nyc something changed cuz on my signin page it still says boston,0
want get laid tonight want real dogging locations sent direct ur mob join the uk s largest dogging network by txting moan to nyt ec a p msg p,1
did u download the fring app,0
hello darling how are you today i would love to have a chat why dont you tell me what you look like and what you are in to sexy,1
that s good because i need drugs,0
jason says it s cool if we pick some up from his place in like an hour,0
kinda first one gets in at twelve aah speak tomo,0
gr new service live sex video chat on your mob see the sexiest dirtiest girls live on ur phone details text horny to to cancel send stop to,1
ok then no need to tell me anything i am going to sleep good night,0
que pases un buen tiempo or something like that,0
your brother is a genius,0
cos daddy arranging time c wat time fetch mah,0
ooh got i m gonna start belly dancing in moseley weds if u want join me they have a cafe too,0
called dad oredi,0
would me smoking you out help us work through this difficult time,0
nice talking to you please dont forget my pix i want to see all of you,0
i shall book chez jules for half eight if that s ok with you,0
should i send you naughty pix,0
im at arestaurant eating squid i will be out about wanna dosomething or is that to late,0
babe i lost you,0
i know where the lt gt is i ll be there around,0
i like dis sweater fr mango but no more my size already so irritating,0
is that seriously how you spell his name,0
remind me how to get there and i shall do so,0
boo babe u enjoyin yourjob u seemed b gettin on well hunny hope ure ok take care i llspeak u soonlots of loveme xxxx,0
just got to lt gt,0
hiya sorry didn t hav signal i haven t seen or heard from and neither has which is unusual in itself i ll put on the case and get him to sort it out hugs and snogs,0
goodnight da thangam i really miss u dear,0
i want to see your pretty pussy,0
you have registered sinco as payee log in at icicibank com and enter urn lt gt to confirm beware of frauds do not share or disclose urn to anyone,0
welcome please reply with your age and gender to begin e g m,1
yup i thk they r e teacher said that will make my face look longer darren ask me not cut too short,0
dear are you angry i was busy dear,0
that would be great we ll be at the guild could meet on bristol road or somewhere will get in touch over weekend our plans take flight have a good week,0
now got tv watch meh u no work today,0
i ll get there tomorrow and send it to you,0
what s up my own oga left my phone at home and just saw ur messages hope you are good have a great weekend,0
i am real baby i want to bring out your inner tigress,0
ron say fri leh n he said ding tai feng cant make reservations but he said wait lor,0
let ur heart be ur compass ur mind ur map ur soul ur guide and u will never loose in world gnun sent via way sms com,0
i want to sent lt gt mesages today thats y sorry if i hurts,0
important information orange user xxxxxx today is ur lucky day find out why log onto url there s a fantastic prizeawaiting you,1
she s good how are you where r u working now,0
do i i thought i put it back in the box,0
mmmmmmm snuggles into you deep contented sigh whispers i fucking love you so much i can barely stand it,0
thanx sending me home,0
guess who spent all last night phasing in and out of the fourth dimension,0
well keep in mind i ve only got enough gas for one more round trip barring a sudden influx of cash,0
yes sura in sun tv lol,0
umma my life and vava umma love you lot dear,0
no she s currently in scotland for that,0
jus finished avatar nigro,0
s but not able to sleep,0
a bit of ur smile is my hppnss a drop of ur tear is my sorrow a part of ur heart is my life a heart like mine wil care for u forevr as my goodfriend,0
hey r still online i ve finished the formatting,0
ok be careful don t text and drive,0
gr so how do you handle the victoria island traffic plus when s the album due,0
urgent please call from landline money cash or a luxury canary islands holiday await collection t cs sae award m aq ppm,1
for taking part in our mobile survey yesterday you can now have texts use however you wish get txts just send txt to t c url p,1
gettin rdy to ship comp,0
you re gonna have to be way more specific than that,0
ranjith cal drpd deeraj and deepak min hold,0
we don call like lt gt times oh no give us hypertension oh,0
when you get free call me,0
just arrived see you in a couple days lt,0
i thk lor but dunno can get tickets a not wat u doing now,0
i m home my love if your still awake loving kiss,0
it is only yesterday true true,0
thanks for picking up the trash,0
ok let u noe when i leave my house,0
a lot of this sickness thing going round take it easy hope u feel better soon lol,0
you still at the game,0
got what it takes take part in the wrc rally in oz u can with lucozade energy text rally le to p see packs or lucozade co uk wrc itcould be u,1
here got ur favorite oyster n got my favorite sashimi ok lar i dun say already wait ur stomach start rumbling,0
had your mobile mths update for free to oranges latest colour camera mobiles unlimited weekend calls call mobile upd on freefone or stoptxt,1
what is important is that you prevent dehydration by giving her enough fluids,0
congratulations you ve won you re a winner in our august money prize draw call now prize code,1
can you use foreign stamps for whatever you send them off for,0
hey don t forget you are mine for me my possession my property mmm childish smile,0
remember on that day,0
so u wan come for our dinner tonight a not,0
urgent call from your landline your complimentary ibiza holiday or cash await collection sae t cs po box sk wp ppm,1
in which place i can get rooms cheap,0
free msg get gnarls barkleys crazy ringtone totally free just reply go to this message right now,1
if you have belive me come to my home,0
sorry i will be able to get to you see you in the morning,0
depends on individual lor e hair dresser say pretty but my parents say look gong u kaypoh i also dunno wat she collecting,0
here is my new address apples pairs all that malarky,0
kent vale lor wait me there ar,0
got hella gas money want to go on a grand nature adventure with galileo in a little bit,0
i was up all night too worrying about this appt it s a shame we missed a girls night out with quizzes popcorn and you doing my hair,0
lol that would be awesome payback,0
busy here trying to finish for new year i am looking forward to finally meeting you,0
the monthly amount is not that terrible and you will not pay anything till months after finishing school,0
aaooooright are you at work,0
freemsg feelin kinda lnly hope u like keep me company jst got a cam moby wanna c my pic txt or reply date to msg p rcv hlp stop to,1
urgent we are trying to contact u todays draw shows that you have won a money prize guaranteed call from land line claim j po box c pm,1
free message jamster get the crazy frog sound now for poly text mad for real text mad to crazy sounds for just gbp week only t c s apply,1
every day i use to sleep after lt gt so only,0
ahhh work i vaguely remember that what does it feel like lol,0
okay good no problem and thanx,0
shall i get my pouch,0
ard like dat y,0
hi this is mandy sullivan calling from hotmix fm you are chosen to receive money in our easter prize draw please telephone to claim before or your prize will be transferred to someone else,1
kaiez enjoy ur tuition gee thk e second option sounds beta i ll go yan jiu den msg u,0
claire here am havin borin time am now alone u wanna cum over nite chat now hope c u luv claire xx calls money minmoremobsemspobox po wa,1
mum not going robinson already,0
nvm it s ok,0
no its ful of song lyrics,0
i surely dont forgot to come i will always be in touch in with you,0
don t look back at the building because you have no coat and i don t want you to get more sick just hurry home and wear a coat to the gym,0
i tagged my friends that you seemed to count as your friends,0
depends on quality if you want the type i sent boye faded glory then about if you want ralphs maybe,0
sorry i ll call later in meeting any thing related to trade please call arul lt gt,0
hi shanil rakhesh here thanks i have exchanged the uncut diamond stuff leaving back excellent service by dino and prem,0
hi dear we saw dear we both are happy where you my battery is low,0
lol no u can trust me,0
please sen my kind advice please come here and try,0
how tall are you princess,0
send this to ur friends and receive something about ur voice how is my speaking expression childish naughty sentiment rowdy ful of attitude romantic shy attractive funny lt gt irritating lt gt lovable reply me,0
dont pick up d call when something important is there to tell hrishi,0
then u better go sleep dun disturb u liao u wake up then msg me lor,0
how are you holding up,0
i don t want you to leave but i m barely doing what i can to stay sane fighting with you constantly isn t helping,0
from someone not to smoke when every time i ve smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,0
oh is it send me the address,0
yup but it s not giving me problems now so mayb i ll jus leave it,0
i can t wait for cornwall hope tonight isn t too bad as well but it s rock night shite anyway i m going for a kip now have a good night speak to you soon,0
will be office around pm now i am going hospital,0
great so what attracts you to the brothas,0
velly good yes please,0
upgrdcentre orange customer you may now claim your free camera phone upgrade for your loyalty call now on offer ends th july t c s apply opt out available,1
fine am simply sitting,0
x lt gt are you going to get that,0
today s offer claim ur money worth of discount vouchers text yes to now savamob member offers mobile t cs money sub unsub reply x,1
new mobiles from must go txt nokia to no collect yours today from only money url optout gbp mtmsg,1
celebrate my b day y else,0
i dont knw pa i just drink milk,0
chinatown got porridge claypot rice yam cake fishhead beehoon either we eat cheap den go cafe n tok or go nydc or somethin,0
yeah just open chat and click friend lists then make the list easy as pie,0
hi baby ive just got back from work and i was wanting to see u allday i hope i didnt piss u off on the phone today if u are up give me a call xxx,0
this message is brought to you by gmw ltd and is not connected to the,1
lol or i could just starve and lose a pound by the end of the day,0
ok i vl do u know i got adsense approved,0
send me yetty s number pls,0
ok no wahala just remember that a friend in need,0
its normally hot mail com you see,0
yes princess are you going to make me moan,0
are you driving or training,0
you always make things bigger than they are,0
tell them the drug dealer s getting impatient,0
haha awesome i might need to take you up on that what you doin tonight,0
double mins and txts months free bluetooth on orange available on sony nokia motorola phones call mobileupd on or call optout n dx,1
hey why dont we just go watch x men and have lunch haha,0
i ve told him that i ve returned it that should i re order it,0
when i have stuff to sell i ll tell you,0
text pass to to collect your polyphonic ringtones normal gprs charges apply only enjoy your tones,1
in that case i guess i ll see you at campus lodge,0
where are you when wil you reach here,0
say until like dat i dun buy ericsson oso cannot oredi lar,0
water logging in desert geoenvironmental implications,0
hey mate spoke to the mag people we re on the is deliver by the end of the month deliver on the th sept talk later,0
how is your schedule next week i am out of town this weekend,0
he has lots of used ones babe but the model doesn t help youi have to bring it over and he ll match it up,0
the beauty of life is in next second which hides thousands of secrets i wish every second will be wonderful in ur life gud n,0
i dled d its very imp,0
hmm ok i ll stay for like an hour cos my eye is really sore,0
much better now thanks lol,0
yeah whatever lol,0
you do what all you like,0
thats cool how was your day,0
i m at work please call,0
you know wot people wear t shirts jumpers hat belt is all we know we r at cribbs,0
but your brother transfered only lt gt lt gt pa,0
lol enjoy role playing much,0
so you think i should actually talk to him not call his boss in the morning i went to this place last year and he told me where i could go and get my car fixed cheaper he kept telling me today how much he hoped i would come back in how he always regretted not getting my number etc,0
hi do u want to join me with sts later meeting them at five call u after class,0
i dont understand your message,0
mode men or have you left,0
actually getting ready to leave the house,0
lyricalladie f is inviting you to be her friend reply yes or no see her url stop send stop frnd to,1
play w computer aiyah i tok u lor,0
it s reassuring in this crazy world,0
dear i am not denying your words please,0
you are a big chic common declare,0
wishing you and your family merry x mas and happy new year in advance,0
if you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,0
i came hostel i m going to sleep plz call me up before class hrishi,0
alright i have a new goal now,0
my phone,0
make that fucks sake x,0
i think u have the wrong number,0
damn can you make it tonight or do you want to just wait til tomorrow,0
taka lor wat time u wan come n look us,0
free any day but i finish at on mon n thurs,0
yes i started to send requests to make it but pain came back so i m back in bed double coins at the factory too i gotta cash in all my nitros,0
lol i really need to remember to eat when i m drinking but i do appreciate you keeping me company that night babe smiles,0
sary just need tim in the bollox it hurt him a lot so he tol me,0
neither in sterm voice i m studying all fine with me not sure the thing will be resolved tho anyway have a fab hols,0
well at this right i m gonna have to get up and check today s steam sales pee so text me when you want me to come get you,0
that s y we haf to combine n c how lor,0
private your account statement for fone no shows un redeemed s i m points call identifier code expires,1
good morning my love i go to sleep now and wish you a great day full of feeling better and opportunity you are my last thought babe i love you kiss,0
have good weekend,0
i m okay chasing the dream what s good what are you doing next,0
yup izzit still raining heavily cos i m in e mrt i can t c outside,0
i ve told you everything will stop just dont let her get dehydrated,0
wnevr i wana fal in luv vth my books my bed fals in luv vth me yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,0
ya srsly better than yi tho,0
romantic paris nights flights from money book now next year call ts cs apply,1
tell your friends what you plan to do on valentines day lt url gt,0
free for st week no nokia tone ur mobile every week just txt nokia to get txting and tell ur mates url pobox w wq norm p tone,1
plz note if anyone calling from a mobile co amp asks u to type lt gt or lt gt do not do so disconnect the call coz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn,0
free for st week no nokia tone ur mob every week just txt nokia to get txting and tell ur mates url pobox w wq norm p tone,1
urgent your mobile was awarded a money bonus caller prize on our final attempt contact u call,1
boltblue tones for p reply poly or mono eg poly cha cha slide yeah slow jamz toxic come with me or stop more tones txt more,1
hot live fantasies call now just p per min ntt ltd po box croydon cr wb is a national rate call,1
is it your yahoo boys that bring in the perf or legal,0
aight we can pick some up you open before tonight,0
am only searching for good dual sim mobile pa,0
good morning pookie pie lol hope i didn t wake u up,0
message from i am at truro hospital on ext you can phone me here as i have a phone by my side,0
yeah why not is the gang all ready,0
dnt worry use ice pieces in a cloth pack also take tablets,0
i ve got lt gt any way i could pick up,0
good sleep is about rhythm the person has to establish a rhythm that the body will learn and use if you want to know more,0
oh really did you make it on air what s your talent,0
slept i thinkthis time lt gt pm is not dangerous,0
i love you both too,0
i am at the gas station go there,0
long beach lor expected u having dinner now,0
hey something came up last min think i wun be signing up tmr hee,0
are you in town this is v important,0
ugh just got outta class,0
just trying to figure out when i m suppose to see a couple different people this week we said we d get together but i didn t set dates,0
themob check out our newest selection of content games tones gossip babes and sport keep your mobile fit and funky text wap to,1
hi wk been ok on hols now yes on for a bit of a run forgot that i have hairdressers appointment at four so need to get home n shower beforehand does that cause prob for u,0
freemsg hey i m buffy and love to satisfy men home alone feeling randy reply c my pix qlynnbv help p a msg send stop to stop txts,1
recpt you have ordered a ringtone your order is being processed,1
i donno its in your genes or something,0
are you being good baby,0
sms auction a brand new nokia is up auction today auction is free join take part txt nokia to now hg suite lands row w j hl,1
ok but tell me half an hr b u come i need prepare,0
wish i were with you now,0
at the latest g s still there if you can scrounge up some ammo and want to give the new ak a try,0
sms services for your inclusive text credits pls goto url login qxj unsubscribe with stop no extra charge help comuk cm ae,1
i like to talk pa but am not able to i dont know y,0
ooooooh i forgot to tell u i can get on yoville on my phone,0
depends on where u going lor,0
you ve already got a flaky parent it snot supposed to be the child s job to support the parent not until they re the ride age anyway i m supposed to be there to support you and now i ve hurt you unintentional but hurt nonetheless,0
finish liao u,0
u come n search tat vid not finishd,0
yay you better not have told that to other girls either,0
my ex wife was not able to have kids do you want kids one day,0
can i meet at as where depends on where wan in lor,0
pls she needs to dat slowly or she will vomit more,0
she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out minuts latr wid a cake n my wife,0
free msg ringtone from url widelive com index wml id b a ecef ff first true jul,1
yup no need i ll jus wait e rain stop,0
yes i thought so thanks,0
meet after lunch la,0
hard but true how much you show amp express your love to someone that much it will hurt when they leave you or you get seperated ud evening,0
so wats ur opinion abt him and how abt is character,0
i m taking derek amp taylor to walmart if i m not back by the time you re done just leave the mouse on my desk and i ll text you when priscilla s ready,0
that sucks so what do you got planned for your yo valentine i am your yo valentine aren t i,0
i m outside islands head towards hard rock and you ll run into me,0
send me your id and password,0
hmm bits and pieces lol sighs,0
cud u tell ppl im gona b a bit l cos buses hav gon past cos they were full im still waitin pete x,0
no da he is stupid da always sending like this don believe any of those message pandy is a mental,0
sir goodmorning once free call me,0
or i guess lt gt min,0
omg it could snow here tonite,0
ok i am on the way to home hi hi,0
doesn t g have class early tomorrow and thus shouldn t be trying to smoke at lt gt,0
how are u i have missed u i havent been up much a bit bored with the holiday want go bak college sad isnt it xx,0
ill call you evening ill some ideas,0
yup wun believe wat u really neva c e msg i sent shuhui,0
double your mins txts on orange or price linerental motorola and sonyericsson with b tooth free nokia free call mobileupd on or optout hv d,1
its a valentine game send dis msg to all ur friends if answers r d same then someone really loves u ques which colour suits me the best rply me,0
at home by the way,0
u meet other fren dun wan meet me ah muz b a guy rite,0
watch lor i saw a few swatch one i thk quite ok ard but i need nd opinion leh,0
it s that time of the week again ryan,0
he said that he had a right giggle when he saw u again you would possibly be the first person die from nvq but think how much you could for,0
then mum s repent how,0
its ok if anybody asks abt me u tel them p,0
i walked an hour c u doesn t that show i care y wont u believe im serious,0
good morning my dear shijutta have a great amp successful day,0
pls confirm the time to collect the cheque,0
can you say what happen,0
s i think he is waste for rr,0
k k where are you how did you performed,0
the bus leaves at lt gt,0
talk sexy make new friends or fall in love in the worlds most discreet text dating service just text vip to and see who you could meet,1
dunno lei i might b eatin wif my frens if wan to eat then i wait lar,0
then what about further plan,0
if we hit it off you can move in with me,0
hey iouri gave me your number i m wylie ryan s friend,0
i probably won t eat at all today i think i m gonna pop how was your weekend did u miss me,0
k k when will you give treat,0
ever thought about living a good life with a perfect partner just txt back name and age to join the mobile community p sms,1
mila age blonde new in uk i look sex with uk guys if u like fun with me text mtalk to pp txt st free money increments help,1
life has never been this much fun and great until you came in you made it truly special for me i won t forget you enjoy one gbp sms,1
cramps stopped going back to sleep,0
oh ok i didnt know what you meant yep i am baby jontin,0
want explicit sex in secs ring now costs p min gsex pobox wc n xx,1
haha awesome i ve been to u a couple times who all s coming,0
hey i missed you tm of last night as my phone was on the charge smiles i am meeting a friend shortly,0
then she buying today no need to c meh,0
yo the game almost over want to go to walmart soon,0
call me when u re done,0
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call for delivery,1
so anyways you can just go to your gym or whatever my love smiles i hope your ok and having a good day babe i miss you so much already,0
hey i almost forgot happy b day babe i love ya,0
no its not specialisation can work but its slave labor will look for it this month sha cos no shakara beggar,0
